,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,label
192,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,0
193,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,0
194,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,0
195,7.8,0.59,0.33,2.0,0.07400000000000001,24,120,0.9968,3.25,0.54,9.4,5,0
196,7.3,0.58,0.3,2.4,0.07400000000000001,15,55,0.9968,3.46,0.59,10.2,5,0
197,11.5,0.3,0.6,2.0,0.067,12,27,0.9981,3.11,0.97,10.1,6,0
198,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13.0,7,0
199,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,0
200,9.6,0.32,0.47,1.4,0.055999999999999994,9,24,0.99695,3.22,0.82,10.3,7,0
201,8.8,0.37,0.48,2.1,0.09699999999999999,39,145,0.9975,3.04,1.03,9.3,5,0
202,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,0
203,7.0,0.42,0.35,1.6,0.08800000000000001,16,39,0.9961,3.34,0.55,9.2,5,0
204,7.0,0.43,0.36,1.6,0.08900000000000001,14,37,0.99615,3.34,0.56,9.2,6,0
205,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,0
206,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,0
207,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,0
208,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,0
209,11.0,0.3,0.58,2.1,0.054000000000000006,7,19,0.998,3.31,0.88,10.5,7,0
210,9.7,0.53,0.6,2.0,0.039,5,19,0.99585,3.3,0.86,12.4,6,0
211,8.0,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10.0,6,0
212,11.6,0.44,0.64,2.1,0.059000000000000004,5,15,0.998,3.21,0.67,10.2,6,0
213,8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,0
214,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,0
215,7.0,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,0
216,8.7,0.625,0.16,2.0,0.10099999999999999,13,49,0.9962,3.14,0.57,11.0,5,0
217,8.1,0.725,0.22,2.2,0.07200000000000001,11,41,0.9967,3.36,0.55,9.1,5,0
218,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,0
219,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,0
220,7.8,0.34,0.37,2.0,0.08199999999999999,24,58,0.9964,3.34,0.59,9.4,6,0
221,7.4,0.53,0.26,2.0,0.10099999999999999,16,72,0.9957,3.15,0.57,9.4,5,0
222,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,0
223,8.6,0.645,0.25,2.0,0.083,8,28,0.99815,3.28,0.6,10.0,6,0
224,8.4,0.635,0.36,2.0,0.08900000000000001,15,55,0.99745,3.31,0.57,10.4,4,0
225,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,0
226,8.9,0.59,0.5,2.0,0.337,27,81,0.9964,3.04,1.61,9.5,6,0
227,9.0,0.82,0.14,2.6,0.08900000000000001,9,23,0.9984,3.39,0.63,9.8,5,0
228,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,0
229,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11.0,5,0
230,5.2,0.48,0.04,1.6,0.054000000000000006,19,106,0.9927,3.54,0.62,12.2,7,0
231,8.0,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,0
232,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,0
233,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11.0,5,0
234,8.2,1.0,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9.0,6,0
235,7.2,0.63,0.0,1.9,0.09699999999999999,14,38,0.99675,3.37,0.58,9.0,6,0
236,7.2,0.63,0.0,1.9,0.09699999999999999,14,38,0.99675,3.37,0.58,9.0,6,0
237,7.2,0.645,0.0,1.9,0.09699999999999999,15,39,0.99675,3.37,0.58,9.2,6,0
238,7.2,0.63,0.0,1.9,0.09699999999999999,14,38,0.99675,3.37,0.58,9.0,6,0
239,8.2,1.0,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9.0,6,0
240,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3.0,1.09,9.3,5,0
241,12.0,0.38,0.56,2.1,0.09300000000000001,6,24,0.99925,3.14,0.71,10.9,6,0
242,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,0
243,15.0,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,0
244,15.0,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,0
245,7.3,0.66,0.0,2.0,0.084,6,23,0.9983,3.61,0.96,9.9,6,0
246,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,0
247,8.2,0.6,0.17,2.3,0.07200000000000001,11,73,0.9963,3.2,0.45,9.3,5,0
248,7.7,0.53,0.06,1.7,0.07400000000000001,9,39,0.99615,3.35,0.48,9.8,6,0
249,7.3,0.66,0.0,2.0,0.084,6,23,0.9983,3.61,0.96,9.9,6,0
250,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10.0,6,0
251,7.1,0.6,0.0,1.8,0.07400000000000001,16,34,0.9972,3.47,0.7,9.9,6,0
252,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,0
253,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,0
254,7.1,0.6,0.0,1.8,0.07400000000000001,16,34,0.9972,3.47,0.7,9.9,6,0
255,8.0,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,0
256,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,0
257,6.6,0.695,0.0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,0
258,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,0
259,10.0,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,0
260,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,0
261,7.0,0.975,0.04,2.0,0.087,12,67,0.99565,3.35,0.6,9.4,4,0
262,8.0,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10.0,5,0
263,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,0
264,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,0
265,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,0
266,8.1,0.87,0.0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,0
267,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,0
268,6.9,0.54,0.04,3.0,0.077,7,27,0.9987,3.69,0.91,9.4,6,0
269,11.5,0.18,0.51,4.0,0.10400000000000001,4,23,0.9996,3.28,0.97,10.1,6,0
270,7.9,0.545,0.06,4.0,0.087,27,61,0.9965,3.36,0.67,10.7,6,0
271,11.5,0.18,0.51,4.0,0.10400000000000001,4,23,0.9996,3.28,0.97,10.1,6,0
272,10.9,0.37,0.58,4.0,0.071,17,65,0.99935,3.22,0.78,10.1,5,0
273,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,0
274,7.5,0.65,0.18,7.0,0.08800000000000001,27,94,0.99915,3.38,0.77,9.4,5,0
275,7.9,0.545,0.06,4.0,0.087,27,61,0.9965,3.36,0.67,10.7,6,0
276,6.9,0.54,0.04,3.0,0.077,7,27,0.9987,3.69,0.91,9.4,6,0
277,11.5,0.18,0.51,4.0,0.10400000000000001,4,23,0.9996,3.28,0.97,10.1,6,0
278,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,0
279,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,0
280,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,0
281,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,0
282,7.6,0.52,0.12,3.0,0.067,12,53,0.9971,3.36,0.57,9.1,5,0
283,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,0
284,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,0
285,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,0
286,12.0,0.45,0.55,2.0,0.073,25,49,0.9997,3.1,0.76,10.3,6,0
287,7.5,0.4,0.12,3.0,0.092,29,53,0.9967,3.37,0.7,10.3,6,0
288,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,0
289,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,0
290,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,0
291,11.0,0.2,0.48,2.0,0.34299999999999997,6,18,0.9979,3.3,0.71,10.5,5,0
292,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,0
293,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,0
294,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,0
295,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,0
296,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,0
297,7.1,0.63,0.06,2.0,0.083,8,29,0.99855,3.67,0.73,9.6,5,0
298,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,0
299,6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,0
300,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,0
301,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,0
302,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10.0,5,0
303,7.4,0.67,0.12,1.6,0.18600000000000005,5,21,0.996,3.39,0.54,9.5,5,0
304,8.4,0.65,0.6,2.1,0.11199999999999999,12,90,0.9973,3.2,0.52,9.2,5,0
305,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,0
306,7.6,0.62,0.32,2.2,0.08199999999999999,7,54,0.9966,3.36,0.52,9.4,5,0
307,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,0
308,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,0
309,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,0
310,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,0
311,7.9,0.53,0.24,2.0,0.07200000000000001,15,105,0.996,3.27,0.54,9.4,6,0
312,9.0,0.46,0.31,2.8,0.09300000000000001,19,98,0.99815,3.32,0.63,9.5,6,0
313,8.6,0.47,0.3,3.0,0.076,30,135,0.9976,3.3,0.53,9.4,5,0
314,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11.0,5,0
315,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11.0,6,0
316,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,0
317,9.6,0.77,0.12,2.9,0.08199999999999999,30,74,0.99865,3.3,0.64,10.4,6,0
318,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,0
319,9.6,0.77,0.12,2.9,0.08199999999999999,30,74,0.99865,3.3,0.64,10.4,6,0
320,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,0
321,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,0
322,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,0
323,10.3,0.59,0.42,2.8,0.09,35,73,0.9990000000000001,3.28,0.7,9.5,6,0
324,10.0,0.49,0.2,11.0,0.071,13,50,1.0015,3.16,0.69,9.2,6,0
325,10.0,0.49,0.2,11.0,0.071,13,50,1.0015,3.16,0.69,9.2,6,0
326,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,0
327,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,0
328,13.4,0.27,0.62,2.6,0.08199999999999999,6,21,1.0002,3.16,0.67,9.7,6,0
329,10.7,0.46,0.39,2.0,0.061,7,15,0.9981,3.18,0.62,9.5,5,0
330,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,0
331,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,0
332,8.0,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,0
333,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11.0,5,0
334,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,0
335,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,0
336,8.9,0.43,0.45,1.9,0.052000000000000005,6,16,0.9948,3.35,0.7,12.5,6,0
337,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,0
338,12.4,0.49,0.58,3.0,0.10300000000000001,28,99,1.0008,3.16,1.0,11.5,6,0
339,12.5,0.28,0.54,2.3,0.08199999999999999,12,29,0.9997,3.11,1.36,9.8,7,0
340,12.2,0.34,0.5,2.4,0.066,10,21,1.0,3.12,1.18,9.2,6,0
341,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,0
342,10.9,0.39,0.47,1.8,0.11800000000000001,6,14,0.9982,3.3,0.75,9.8,6,0
343,10.9,0.39,0.47,1.8,0.11800000000000001,6,14,0.9982,3.3,0.75,9.8,6,0
344,11.9,0.57,0.5,2.6,0.08199999999999999,6,32,1.0006,3.12,0.78,10.7,6,0
345,7.0,0.685,0.0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,0
346,6.6,0.815,0.02,2.7,0.07200000000000001,17,34,0.9955,3.58,0.89,12.3,7,0
347,13.8,0.49,0.67,3.0,0.09300000000000001,6,15,0.9986,3.02,0.93,12.0,6,0
348,9.6,0.56,0.31,2.8,0.08900000000000001,15,46,0.9979,3.11,0.92,10.0,6,0
349,9.1,0.785,0.0,2.6,0.09300000000000001,11,28,0.9994,3.36,0.86,9.4,6,0
350,10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,0
351,9.1,0.795,0.0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,0
352,7.7,0.665,0.0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,0
353,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13.0,5,0
354,6.1,0.21,0.4,1.4,0.066,40,165,0.9912,3.25,0.59,11.9,6,0
355,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,0
356,11.5,0.41,0.52,3.0,0.08,29,55,1.0001,3.26,0.88,11.0,5,0
357,10.5,0.42,0.66,2.95,0.11599999999999999,12,29,0.997,3.24,0.75,11.7,7,0
358,11.9,0.43,0.66,3.1,0.109,10,23,1.0,3.15,0.85,10.4,7,0
359,12.6,0.38,0.66,2.6,0.08800000000000001,10,41,1.001,3.17,0.68,9.8,6,0
360,8.2,0.7,0.23,2.0,0.099,14,81,0.9973,3.19,0.7,9.4,5,0
361,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,0
362,11.9,0.58,0.66,2.5,0.07200000000000001,6,37,0.9992,3.05,0.56,10.0,5,0
363,12.5,0.46,0.63,2.0,0.071,6,15,0.9988,2.99,0.87,10.2,5,0
364,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10.0,7,0
365,10.0,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,0
366,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10.0,7,0
367,10.4,0.575,0.61,2.6,0.076,11,24,1.0,3.16,0.69,9.0,5,0
368,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,0
369,9.4,0.27,0.53,2.4,0.07400000000000001,6,18,0.9962,3.2,1.13,12.0,7,0
370,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,0
371,7.9,0.24,0.4,1.6,0.055999999999999994,11,25,0.9967,3.32,0.87,8.7,6,0
372,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,0
373,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,0
374,14.0,0.41,0.63,3.8,0.08900000000000001,6,47,1.0014,3.01,0.81,10.8,6,0
375,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,0
376,11.5,0.45,0.5,3.0,0.078,19,47,1.0003,3.26,1.11,11.0,6,0
377,9.4,0.27,0.53,2.4,0.07400000000000001,6,18,0.9962,3.2,1.13,12.0,7,0
378,11.4,0.625,0.66,6.2,0.08800000000000001,6,24,0.9988,3.11,0.99,13.3,6,0
379,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,0
380,8.3,0.26,0.42,2.0,0.08,11,27,0.9974,3.21,0.8,9.4,6,0
381,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10.0,6,0
382,8.3,0.26,0.42,2.0,0.08,11,27,0.9974,3.21,0.8,9.4,6,0
383,8.3,0.26,0.42,2.0,0.08,11,27,0.9974,3.21,0.8,9.4,6,0
384,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,0
385,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,0
386,7.8,0.54,0.26,2.0,0.08800000000000001,23,48,0.9981,3.41,0.74,9.2,6,0
387,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,0
388,7.8,0.46,0.26,1.9,0.08800000000000001,23,53,0.9981,3.43,0.74,9.2,6,0
389,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10.0,7,0
390,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,0
391,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10.0,6,0
392,9.5,0.37,0.52,2.0,0.08199999999999999,6,26,0.998,3.18,0.51,9.5,5,0
393,8.4,0.665,0.61,2.0,0.11199999999999999,13,95,0.997,3.16,0.54,9.1,5,0
394,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,0
395,12.0,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13.0,7,0
396,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,0
397,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11.0,6,0
398,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11.0,6,0
399,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,0
400,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,0
401,7.7,0.26,0.3,1.7,0.059000000000000004,20,38,0.9949,3.29,0.47,10.8,6,0
402,12.2,0.48,0.54,2.6,0.085,19,64,1.0,3.1,0.61,10.5,6,0
403,11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,0
404,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,0
405,8.7,0.31,0.46,1.4,0.059000000000000004,11,25,0.9966,3.36,0.76,10.1,6,0
406,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,0
407,12.0,0.39,0.66,3.0,0.09300000000000001,12,30,0.9996,3.18,0.63,10.8,7,0
408,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,0
409,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,0
410,9.0,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,0
411,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,0
412,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,0
413,9.9,0.4,0.53,6.7,0.09699999999999999,6,19,0.9986,3.27,0.82,11.7,7,0
414,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,0
415,8.6,0.725,0.24,6.6,0.11699999999999999,31,134,1.0014,3.32,1.07,9.3,5,0
416,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,0
417,7.0,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,0
418,11.9,0.38,0.51,2.0,0.121,7,20,0.9996,3.24,0.76,10.4,6,0
419,6.8,0.77,0.0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,0
420,9.5,0.56,0.33,2.4,0.08900000000000001,35,67,0.9972,3.28,0.73,11.8,7,0
421,6.6,0.84,0.03,2.3,0.059000000000000004,32,48,0.9952,3.52,0.56,12.3,7,0
422,7.7,0.96,0.2,2.0,0.047,15,60,0.9955,3.36,0.44,10.9,5,0
423,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11.0,7,0
424,7.7,0.96,0.2,2.0,0.047,15,60,0.9955,3.36,0.44,10.9,5,0
425,6.6,0.84,0.03,2.3,0.059000000000000004,32,48,0.9952,3.52,0.56,12.3,7,0
426,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,0
427,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,0
428,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,0
429,12.8,0.84,0.63,2.4,0.08800000000000001,13,35,0.9997,3.1,0.6,10.4,6,0
430,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11.0,7,0
431,7.8,0.55,0.35,2.2,0.07400000000000001,21,66,0.9974,3.25,0.56,9.2,5,0
432,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3.0,0.65,12.8,6,0
433,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,0
434,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,0
435,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,0
436,8.0,0.67,0.3,2.0,0.06,38,62,0.9958,3.26,0.56,10.2,6,0
437,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,0
438,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,0
439,7.0,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,0
440,12.6,0.31,0.72,2.2,0.07200000000000001,6,29,0.9987,2.88,0.82,9.8,8,0
441,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,0
442,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,0
443,10.0,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,0
444,5.3,0.57,0.01,1.7,0.054000000000000006,5,27,0.9934,3.57,0.84,12.5,7,0
445,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,0
446,12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,0
447,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,0
448,8.6,0.53,0.22,2.0,0.1,7,27,0.9967,3.2,0.56,10.2,6,0
449,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,0
450,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,0
451,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,0
452,6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10.0,6,0
453,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,0
454,7.0,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,0
455,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,0
456,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,0
457,9.2,0.63,0.21,2.7,0.09699999999999999,29,65,0.9988,3.28,0.58,9.6,5,0
458,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,0
459,11.6,0.58,0.66,2.2,0.07400000000000001,10,47,1.0008,3.25,0.57,9.0,3,0
460,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,0
461,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,0
462,11.0,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,0
463,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9.0,5,0
464,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,0
465,10.0,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,0
466,10.3,0.5,0.42,2.0,0.069,21,51,0.9982,3.16,0.72,11.5,6,0
467,8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14.0,6,0
468,11.4,0.36,0.69,2.1,0.09,6,21,1.0,3.17,0.62,9.2,6,0
469,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,0
470,13.0,0.32,0.65,2.6,0.09300000000000001,15,47,0.9996,3.05,0.61,10.6,5,0
471,9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,0
472,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,0
473,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,0
474,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,0
475,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,0
476,9.3,0.27,0.41,2.0,0.091,6,16,0.998,3.28,0.7,9.7,5,0
477,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11.0,6,0
478,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,0
479,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,0
